Processes: 333 total, 2 running, 331 sleeping, 1136 threads 
2019/10/10 14:05:50
Load Avg: 1.88, 1.65, 1.74 
CPU usage: 7.14% user, 19.64% sys, 73.21% idle 
SharedLibs: 209M resident, 64M data, 28M linkedit.
MemRegions: 49309 total, 2486M resident, 68M private, 859M shared.
PhysMem: 8049M used (1596M wired), 142M unused.
VM: 2798G vsize, 1371M framework vsize, 27215(0) swapins, 59328(0) swapouts.
Networks: packets: 361530/404M in, 153922/20M out.
Disks: 217598/3575M read, 83267/1978M written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP PPID STATE    BOOSTS        %CPU_ME %CPU_OTHRS UID FAULTS   COW    MSGSENT  MSGRECV  SYSBSD   SYSMACH  CSW       PAGEINS IDLEW  POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
580   storeinstalld    0.0  00:00.04 2     1   34     1136K  0B     1092K  580  1    sleeping  0[0]         0.00000 0.00000    0   3337     156    86       37       702      209      134       0       3       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
570   com.apple.sbd    0.0  00:00.38 3     1   71     5144K  0B     4304K  570  1    sleeping  0[8]         0.00000 0.00000    501 6070     232    599      432      6892     1864     3572      66      259     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
568   EscrowSecurityAl 0.0  00:00.06 2     1   54     1480K  0B     1436K  568  1    sleeping  0[0]         0.00000 0.00000    501 7244     164    182      61       847      425      349       18      2       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
566   USBAgent         0.0  00:00.03 2     2   30     2176K  0B     2148K  566  1    sleeping  0[0]         0.00000 0.00000    501 2842     144    141      46       522      300      165       22      1       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
548   coreautha        0.0  00:00.31 3     1   152    4764K  0B     3016K  548  1    sleeping *0[91]        0.00000 0.00000    501 6091     270    3487+    1280+    5094+    10993+   5769+     82      277     0.0   94086     426131    levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
536   com.apple.Safari 0.0  00:01.01 3     1   53     9416K  0B     7352K  536  1    sleeping  0[134]       0.00000 0.00000    501 10801    1307   1513     1328     21498    3905     14097     5       347     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
532   FMIPClientXPCSer 0.0  00:00.06 2     1   39     1780K  0B     1736K  532  1    sleeping  0[1]         0.00000 0.00000    501 3477     228    168      61       756      413      380       119     2       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
531   siriknowledged   0.0  00:00.10 2     2   43     2044K  0B     1776K  531  1    sleeping  0[2]         0.00000 0.00000    501 4476     216    248      91       1614     521      599       49      2       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
530   com.apple.iTunes 0.0  00:00.11 2     2   47     2080K  0B     1976K  530  1    sleeping  0[0]         0.00000 0.00000    501 3758     185    198      561      2164     953      1793      0       7       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
526   dprivacyd        0.0  00:00.57 2     2   71     3164K  64K    1772K  526  1    sleeping  0[39]        0.00000 0.00000    0   4148     168    901      310      5979     4614     2817      29      52      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
524   mobileactivation 0.0  00:00.17 3     1   64     3528K  0B     3156K  524  1    sleeping  0[0]         0.00000 0.00000    0   3482     176    320      125      3624     750      2110      21      354     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
523   corespotlightd   0.0  00:01.05 3     1   80     5764K  0B     3328K  523  1    sleeping  0[79]        0.00000 0.00000    501 19267    215    2784     1157     15548    5117     7669      1341    77      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
522   ContextService   0.0  00:00.16 2     2   45     4948K  0B     3348K  522  1    sleeping  0[39]        0.00000 0.00000    501 4190     712    579      175      1485     865      745       1230    28      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
521   SiriNCService    0.0  00:00.89 3     1   239    4084K  0B     1808K  521  1    sleeping  0[1117]      0.00000 0.00000    501 9810     292    39141    12059    15686    50407    13784     31      250     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
517   com.apple.Safari 0.0  00:03.57 2     2   50     3468K  0B     2248K  517  1    sleeping  0[6]         0.00000 0.00000    501 20450    173    387      153      15705    815      10434     4722    254     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
516   SafariCloudHisto 0.0  00:00.84 4     3   50     6136K  0B     5768K  516  1    sleeping *0[1]         0.00000 0.00000    501 8038     1258   4002+    84       28441+   15552+   28209+    5       1956+   0.0   84590     349892    levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
513   SafariBookmarksS 0.0  00:01.09 5     3   79     11M    0B     11M    513  1    sleeping *0[1]         0.00000 0.00000    501 11147    1781   4966+    407      32848+   17397+   29986+    157     1916+   0.0   81164     307687    levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
510   com.apple.WebKit 0.0  00:00.25 4     1   89     2376K  0B     1692K  510  1    sleeping *2[83]        0.00000 0.00000    501 5953     231    2294     1531     6928     9153     5537      225     273     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
509   com.apple.WebKit 0.0  00:02.56 4     1   103    27M    0B     8832K  509  1    sleeping *1[56]        0.00000 0.00193    501 29998    327    5225+    2195+    34715+   28106+   18486+    2024    634+    0.0   86672     361909    levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
508   com.apple.WebKit 0.0  00:02.00 7     2   108    6600K  0B     2876K  508  1    sleeping *2[82]        0.00000 0.00000    501 11662    269    6619     4096     47799    28078    29559     952     850     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
507   com.apple.WebKit 0.0  00:02.72 4     1   105    59M    0B     27M    507  1    sleeping *1[58]        0.00000 0.00324    501 39782    310    7143+    4368+    37897+   38103+   21133+    3341    605+    0.0   86603     318336    levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
506   SafariLaunchAgen 0.0  00:00.12 2     2   40     9372K  0B     9328K  506  1    sleeping *0[1]         0.00000 0.00000    501 9813     1734   151      56       1321     371      482       3       3       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
505   com.apple.Safari 0.0  00:13.27 3     1   54     19M    0B     18M    505  1    sleeping  0[1]         0.00000 0.00000    501 75610    1755   408      141      19147    10353    41051     3578    11      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
502   Grammarly Safari 0.0  00:06.60 7     3   196    14M    4096B  9620K  502  1    sleeping *2689[167]    0.00000 0.02375    501 19193    431    62836+   29419+   145214+  192655+  83429+    797     2585+   0.0   336605    1512444   levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
491   com.apple.WebKit 0.0  00:56.85 13    5   143    33M    576K   6936K  491  1    sleeping *723[214]     0.00000 0.00000    501 379657   1125   178254   67750    1584228+ 740892   896160+   38719   1787+   0.0   518991    1129059   levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
490   com.apple.WebKit 0.0  00:03.80 4     1   180    103M   20M    55M    490  1    sleeping *1378[152]    0.00000 0.00000    501 108277   2036   17368    7819     29293    40022    27769     1788    606     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
488   com.apple.Safari 0.0  00:03.18 3     1   59     15M    304K   7664K  488  1    sleeping *1337[201]    0.00000 0.00000    501 17475    1275   4823     1997     152077   15959    43431     107     86      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
487   Safari           1.6  03:42.35 8     3   793    119M   500K   25M    487  1    sleeping *0[1117+]     0.05325 0.67626    501 1322949+ 3172   2074103+ 712989+  2608483+ 5508560+ 2542251+  10901   26381+  1.7   14441436  54039669  levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
485   assistant_servic 0.0  00:03.30 2     1   89     11M    0B     8140K  485  1    sleeping  0[10]        0.00000 0.00000    501 26531    637    1466     461      64637    2515     11345     364     14      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
484   com.apple.audio. 0.0  00:00.03 2     2   21     868K   0B     848K   484  1    sleeping  0[0]         0.00000 0.00000    501 2606     139    112      37       492      244      149       0       1       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
483   trustd           0.0  00:00.57 2     2   35     2832K  0B     2360K  483  1    sleeping  0[168]       0.00000 0.00000    89  3298     165    1026     242      6359     2784     1605      0       31      0.0   0         0         _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
478   suggestd         0.0  00:05.44 2     1   223    16M    0B     11M    478  1    sleeping  0[158]       0.00000 0.00000    501 26252    378    4226     1022     52725    62989    20494     3108    129     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
477   keyboardservices 0.0  00:00.08 2     1   53     2224K  0B     2160K  477  1    sleeping  0[2]         0.00000 0.00000    501 4320     184    297      111      2802     692      879       32      11      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
476   AppleSpell       0.0  00:01.05 2     1   115    9372K  0B     8832K  476  1    sleeping *0[1]         0.00000 0.00000    501 13294    367    1716     452      14147    2969     4238      917     20      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
474   findmydevice-use 0.0  00:00.08 2     1   57     2852K  0B     2800K  474  1    sleeping  0[12]        0.00000 0.00000    501 4607     176    316      105      1004     755      405       1       4       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
471   com.apple.Commer 0.0  00:00.08 2     2   40     2812K  0B     2756K  471  1    sleeping  0[0]         0.00000 0.00000    501 4205     187    176      59       861      385      534       36      3       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
470   LaterAgent       0.0  00:00.32 3     1   146    4152K  0B     2348K  470  1    sleeping *0[1]         0.00000 0.00000    501 6947     259    3237     1237     5659     11208    5952      10      318     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
469   storeassetd      0.0  00:00.76 3     1   117    6000K  0B     5188K  469  1    sleeping  0[3]         0.00000 0.00000    501 8388     267    907      1986     14637    3430     8820      172     270     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
468   storelegacy      0.0  00:00.08 2     1   46     2840K  0B     2784K  468  1    sleeping  0[1]         0.00000 0.00000    501 4777     176    307      71       861      597      432       3       2       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
462   fontd            0.0  00:00.13 2     2   36     4844K  0B     4812K  462  1    sleeping  0[6]         0.00000 0.00000    97  3545     149    166      63       2468     1746     506       0       3       0.0   0         0         _atsserver         N/A    N/A   N/A   N/A   N/A   N/A  
461   suhelperd        0.0  00:00.02 2     1   36     1048K  0B     1012K  461  1    sleeping  0[3]         0.00000 0.00000    0   2897     158    127      44       563      288      98        17      0       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
460   softwareupdated  0.0  00:00.18 2     1   71     18M    0B     18M    460  1    sleeping  0[6]         0.00000 0.00000    200 10215    247    383      843      3348     1467     1998      156     15      0.0   0         0         _softwareupdate    N/A    N/A   N/A   N/A   N/A   N/A  
459   softwareupdate_n 0.0  00:00.04 2     1   51     2512K  0B     2464K  459  1    sleeping *0[1]         0.00000 0.00000    501 3591     163    234      74       732      531      243       9       3       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
448   akd              0.0  00:00.09 2     1   45     2064K  0B     1780K  448  1    sleeping  0[1]         0.00000 0.00000    0   2974     199    274      102      2824     610      1868      1       230     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
440   AssetCache       0.0  00:00.08 2     1   43     3352K  0B     3192K  440  1    sleeping  0[1]         0.00000 0.00000    235 3961     231    177      74       1166     435      484       201     3       0.0   0         0         _assetcache        N/A    N/A   N/A   N/A   N/A   N/A  
439   AssetCacheLocato 0.0  00:00.15 3     1   60     3416K  0B     2812K  439  1    sleeping  0[8]         0.00000 0.00000    501 3163     185    352      874      4657     1621     3320      73      237     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
438   com.apple.iTunes 0.0  00:00.10 2     2   50     2084K  0B     1888K  438  1    sleeping  0[2]         0.00000 0.00000    501 3754     185    200      811      2534     1204     1691      77      9       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
437   media-indexer    0.0  00:00.08 2     1   49     2132K  0B     2092K  437  1    sleeping  0[2]         0.00000 0.00000    501 12636    171    189      65       853      440      678       144     3       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
436   nfcd             0.0  00:00.12 2     1   52     1888K  0B     1860K  436  1    sleeping *0[1]         0.00000 0.00000    260 2924     214    470      181      2838     3012     2819      397     14      0.0   0         0         _applepay          N/A    N/A   N/A   N/A   N/A   N/A  
434   photoanalysisd   0.0  00:00.92 2     1   94     15M    0B     14M    434  1    sleeping  0[12]        0.00000 0.00000    501 13670    874    1617     436      8501     2752     4290      1452    116     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
433   cloudphotosd     0.0  00:00.56 3     1   170    9640K  0B     7720K  433  1    sleeping  0[166]       0.00000 0.00000    501 11236    808    3717     1439     8240     11817    7632      531     479     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
432   com.apple.photom 0.0  00:00.14 2     1   47     8172K  0B     8116K  432  1    sleeping  0[1]         0.00000 0.00000    501 8497     614    420      149      5120     885      1165      99      8       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
429   dmd              0.0  00:00.08 2     1   38     2172K  0B     2124K  429  1    sleeping  0[2]         0.00000 0.00000    0   5004     230    247      154      1315     806      933       24      4       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
428   photolibraryd    0.0  00:00.56 2     2   72     7164K  0B     7032K  428  1    sleeping  0[3]         0.00000 0.00000    501 9012     443    1697     459      9985     3050     3608      714     9       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
425   com.apple.CloudP 0.0  00:00.28 2     1   62     7480K  0B     6252K  425  1    sleeping  0[109]       0.00000 0.00000    501 9363     634    1146     362      3841     2353     2226      497     55      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
424   com.apple.hiserv 0.0  00:01.30 3     3   80     1636K  0B     628K   424  1    sleeping *2342[1506]   0.00000 0.00000    501 5515     159    24446    4930     29157    23562    20571     1       332     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
423   iconservicesagen 0.0  00:00.57 2     2   44     3040K  0B     2336K  423  1    sleeping  0[0]         0.00000 0.00000    0   7150     151    361      135      40142    3405     2422      473     11      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
419   CMFSyncAgent     0.0  00:00.02 2     1   43     1080K  0B     1036K  419  1    sleeping  0[0]         0.00000 0.00000    501 2010     133    170      70       589      422      280       1       2       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
411   assistantd       0.0  00:01.54 2     1   176    9580K  0B     6352K  411  1    sleeping  0[362]       0.00000 0.00000    501 14734    567    3377     1942     25743    7578     14700     1664    341     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
410   swcd             0.0  00:00.13 2     1   54     3432K  0B     3236K  410  1    sleeping  0[0]         0.00000 0.00000    501 4409     155    383      930      3279     1543     2088      8       7       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
406   com.apple.audio. 0.0  00:00.01 2     2   17     844K   0B     836K   406  1    sleeping  0[2]         0.00000 0.00000    501 2596     138    97       34       452      207      66        0       0       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
404   AudioComponentRe 0.0  00:00.18 2     1   65     4120K  0B     2448K  404  1    sleeping  0[11]        0.00000 0.00000    501 4526     452    423      137      14163    958      683       22      0       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
402   Telegram         0.0  01:57.55 16    3   1210   465M   8192B  189M   402  1    sleeping *0[594]       0.00000 0.00000    501 1079970  2626   519806   140703   802042+  1291368  824797+   12808   11494+  0.0   908429    1572575   levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
399   bash             0.0  00:00.02 1     0   21     572K   0B     284K   399  342  sleeping *0[1]         0.00000 0.00000    501 1392     486    57       22       1369     107      267       38      0       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
398   pbs              0.0  00:00.13 2     2   45     1852K  0B     824K   398  1    sleeping  0[19]        0.00000 0.00000    501 4522     148    557      217      2945     915      918       5       12      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
388   ProtectedCloudKe 0.0  00:00.06 2     1   55     2088K  0B     2048K  388  1    sleeping  0[12]        0.00000 0.00000    501 4440     184    304      111      1836     648      520       31      4       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
387   SafeEjectGPUServ 0.0  00:00.03 2     2   53     1604K  0B     1432K  387  1    sleeping  0[1]         0.00000 0.00000    501 3214     175    459      203      736      604      237       15      1       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
386   SafeEjectGPUAgen 0.0  00:00.01 2     2   34     1092K  0B     1072K  386  1    sleeping *0[1]         0.00000 0.00000    501 2571     143    142      50       494      311      104       0       0       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
382   adid             0.0  00:00.20 2     1   34     3136K  0B     600K   382  1    sleeping  0[112]       0.00000 0.00000    265 2922     138    1273     229      6541     2269     745       334     1       0.0   0         0         _fpsd              N/A    N/A   N/A   N/A   N/A   N/A  
381   followupd        0.0  00:00.02 2     1   45     1260K  0B     1240K  381  1    sleeping  0[1]         0.00000 0.00000    501 2846     156    187      60       672      373      195       8       0       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
380   TISwitcher       0.0  00:00.31 3     1   141    3156K  0B     1612K  380  1    sleeping *0[1]         0.00000 0.00000    501 4638     236    3090     1217     4590     13968    6839      0       275     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
379   cdpd             0.0  00:00.04 2     1   50     1316K  0B     1300K  379  1    sleeping  0[11]        0.00000 0.00000    501 3009     145    277      93       777      558      385       26      4       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
376   ContainerMetadat 0.0  00:00.23 2     1   44     1824K  0B     1672K  376  1    sleeping  0[2]         0.00000 0.00000    501 6050     189    1151     311      3720     1817     1565      6       2       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
375   WiFiAgent        0.0  00:00.32 4     1   155    3644K  0B     1936K  375  1    sleeping  0[171]       0.00000 0.00000    501 5458     250    3387     1340     5168     11124    6087      10      323     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
374   findmydeviced    0.0  00:00.25 3     1   101    3452K  0B     2788K  374  1    sleeping  0[6]         0.00000 0.00000    0   7812     289    726      995      5423     2077     3681      186     363     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
372   familycircled    0.0  00:00.06 2     2   44     2116K  0B     2064K  372  1    sleeping  0[1]         0.00000 0.00000    501 5172     176    177      54       949      420      303       12      0       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
371   PrintUITool      0.0  00:00.12 2     1   41     5656K  0B     5600K  371  1    sleeping  0[1]         0.00000 0.00000    501 5622     174    169      58       706      409      445       56      0       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
365   ctkd             0.0  00:00.07 2     2   41     2892K  0B     2292K  365  1    sleeping  0[2]         0.00000 0.00000    501 3942     164    254      94       951      532      471       0       4       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
364   ctkahp           0.0  00:00.03 2     1   50     2452K  0B     2436K  364  1    sleeping  0[9]         0.00000 0.00000    501 3148     153    191      60       675      420      336       0       0       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
362   adprivacyd       0.0  00:00.27 2     1   74     3576K  0B     3028K  362  1    sleeping  0[0]         0.00000 0.00000    501 7268     229    509      1108     6888     1992     5532      287     254     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
361   diagnostics_agen 0.0  00:00.45 2     1   69     2872K  0B     1316K  361  1    sleeping  0[0]         0.00000 0.00000    501 7211     211    2253     1469     7458     3477     5312      100     72      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
360   nbagent          0.0  00:00.33 3     1   150    3968K  0B     2172K  360  1    sleeping  0[161]       0.00000 0.00000    501 7125     256    3298     1280     5221     11048    6202      0       324     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
359   cloudpaird       0.0  00:00.15 2     1   91     3476K  0B     3428K  359  1    sleeping  0[16]        0.00000 0.00000    501 6310     209    1467     803      2168     2957     1545      83      12      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
358   knowledge-agent  0.0  00:01.21 2     1   77     5676K  0B     2344K  358  1    sleeping  0[10]        0.00000 0.00000    501 11598    197    685      209      10816    4206     7502      123     15      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
357   AirPlayUIAgent   0.0  00:00.41 3     1   151    3604K  0B     1924K  357  1    sleeping *0[105]       0.00000 0.00000    501 5279     252    3441     1280     13147    11370    6412      10      253     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
354   icdd             0.0  00:00.19 2     1   62     5432K  0B     5312K  354  1    sleeping *0[1]         0.00000 0.00000    501 5085     186    1539     659      1430     1611     1308      74      2       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
352   Siri             0.0  00:02.51 3     1   153    4448K  0B     2028K  352  1    sleeping *0[1]         0.00000 0.00000    501 9616     276    35167    8410     19905    54616    22144     183     308     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
351   dmd              0.0  00:00.13 2     1   50     2344K  0B     2288K  351  1    sleeping  0[12]        0.00000 0.00000    501 5562     234    497      211      1397     1279     1383      597     4       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
349   SocialPushAgent  0.0  00:00.04 2     1   49     1364K  0B     1316K  349  1    sleeping  0[9]         0.00000 0.00000    501 3862     158    233      79       703      544      465       7       1       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
347   corespeechd      0.0  00:00.25 2     1   142    3088K  0B     2528K  347  1    sleeping *0[1]         0.00000 0.00000    501 7760     203    2745     1168     6144     5681     4420      282     93      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
342   plugin_host      1.9  01:39.50 6     1   50     48M    0B     40M    262  262  sleeping *0[4]         0.00000 0.00000    501 21565    674    4934815+ 1973919+ 4555858+ 3949519+ 2540072+  1033    46649+  2.3   16427983  56943880  levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
341   PAH_Extension    0.0  00:01.03 3     1   195    4316K  0B     1620K  341  1    sleeping  0[2420]      0.00000 0.00000    501 5905     320    14454+   4262+    19188+   33452+   21537+    15      327+    0.0   92091     338183    levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
340   imklaunchagent   0.0  00:00.22 3     2   111    2900K  0B     1512K  340  1    sleeping *0[1]         0.00000 0.00000    501 4611     257    2451     1074     4871     8458     4563      1       246     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
339   CoreLocationAgen 0.0  00:00.40 3     1   156    4812K  0B     2840K  339  1    sleeping *0[1]         0.00000 0.00000    501 5665     257    3011     2108     9821     12091    8959      10      271     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
337   IMRemoteURLConne 0.0  00:00.15 3     1   68     2664K  0B     2088K  337  1    sleeping  0[11]        0.00000 0.00000    501 4063     200    450      1968     5634     2900     4727      0       31      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
336   com.apple.notifi 0.0  00:00.06 2     1   54     1284K  0B     572K   336  1    sleeping *1[1]         0.00000 0.00000    501 4537     151    330      70       822      1012     494       3       25      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
333   mdwrite          0.0  00:00.02 2     2   39     900K   0B     612K   333  1    sleeping *0[1]         0.00000 0.00000    501 2155     133    150      53       584      315      222       2       0       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
331   ScopedBookmarkAg 0.0  00:00.11 2     2   48     2504K  0B     1488K  331  1    sleeping  0[29]        0.00000 0.00000    501 2962     148    428      1001     3713     1481     1904      2       11      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
330   IMRemoteURLConne 0.0  00:00.15 3     1   69     2828K  0B     2252K  330  1    sleeping  0[5]         0.00000 0.00000    501 4221     200    458      1973     5767     2954     4637      0       31      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
329   fmfd             0.0  00:00.35 3     1   106    6904K  0B     6264K  329  1    sleeping  0[19]        0.00000 0.00000    501 8175     276    828      2048     10234    3490     6943      180     258     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
328   CallHistoryPlugi 0.0  00:00.03 2     1   47     1760K  0B     1436K  328  1    sleeping  0[2]         0.00000 0.00000    501 3336     160    187      72       944      465      236       4       1       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
327   com.apple.geod   0.0  00:00.61 4     1   72     9684K  0B     9004K  327  1    sleeping  0[13]        0.00000 0.00000    501 7003     221    1110     950      11826    3279     7309      645     287     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
326   commerce         0.0  00:00.92 3     1   97     7224K  0B     5636K  326  1    sleeping  0[61]        0.00000 0.00000    501 9209     248    1760     2243     14228    4465     9839      112     295     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
324   spindump_agent   0.0  00:00.02 2     2   42     976K   0B     924K   324  1    sleeping  0[8]         0.00000 0.00000    501 1949     143    244      77       568      447      178       2       1       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
323   IMRemoteURLConne 0.0  00:00.04 2     1   28     880K   0B     860K   323  1    sleeping  0[5]         0.00000 0.00000    501 1845     130    385      133      873      700      261       0       0       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
322   storeaccountd    0.0  00:00.10 2     1   56     3188K  0B     3128K  322  1    sleeping  0[9]         0.00000 0.00000    501 5070     182    370      131      1009     699      677       13      4       0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
321   WiFiProxy        0.0  00:00.10 2     1   57     2240K  0B     1732K  321  1    sleeping  0[49]        0.00000 0.00000    501 4316     168    499      1010     3385     1781     1880      4       11      0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
318   spindump         0.0  00:00.32 2     2   63     3136K  0B     2472K  318  1    sleeping *0[1]         0.00000 0.00000    0   6154     192    676      266      3498     1592     1716      435     5       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
317   IMRemoteURLConne 0.0  00:00.22 3     1   75     3020K  0B     2316K  317  1    sleeping  0[7]         0.00000 0.00000    501 4462     203    502      1990     7524     3086     6146      22      297     0.0   0         0         levsvalov          N/A    N/A   N/A   N/A   N/A   N/A  
